sentence,tags,tokens,numeric_tags
"Serum protein immuno-electrophoresis did not reveal M-protein, and urinalysis revealed no Bence-Jones protein.","['B-Detailed_description', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'B-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure']","['serum', 'protein', 'immuno-electrophoresis', 'did', 'not', 'reveal', 'm-protein', 'and', 'urinalysis', 'revealed', 'no', 'bence-jones', 'protein']","[13, 19, 20, 23, 24, 24, 19, 0, 19, 0, 23, 19, 20]"
"Transthoracic echocardiography (Figure 3) showed concentric mild left ventricular (LV) hypertrophy (12 mm) without the characteristic granular sparkling appearance and pericardial effusion, preserved ejection fraction (60%), and bi-atrial enlargement with normal ventricular chambers.","['B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'B-Detailed_description', 'B-Severity', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Sign_symptom', 'O', 'I-Distance', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'B-Sign_symptom', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure']","['transthoracic', 'echocardiography', 'figure', '3', 'showed', 'concentric', 'mild', 'left', 'ventricular', 'lv', 'hypertrophy', '12', 'mm', 'without', 'the', 'characteristic', 'granular', 'sparkling', 'appearance', 'and', 'pericardial', 'effusion', 'preserved', 'ejection', 'fraction', '60%', 'and', 'bi-atrial', 'enlargement', 'with', 'normal', 'ventricular', 'chambers']","[11, 19, 0, 0, 0, 13, 49, 11, 12, 0, 9, 0, 22, 0, 0, 0, 9, 10, 10, 0, 25, 26, 23, 19, 20, 0, 0, 11, 9, 0, 23, 19, 20]"
Doppler-derived LV diastolic filling demonstrated a restrictive pattern with a trans-mitral early filling wave deceleration time of 160 ms and an elevated E/A ratio of 2.8.,"['B-Detailed_description', 'B-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O']","['doppler-derived', 'lv', 'diastolic', 'filling', 'demonstrated', 'a', 'restrictive', 'pattern', 'with', 'a', 'trans-mitral', 'early', 'filling', 'wave', 'deceleration', 'time', 'of', '160', 'ms', 'and', 'an', 'elevated', 'e/a', 'ratio', 'of', '28']","[13, 11, 19, 20, 0, 0, 23, 24, 0, 0, 11, 19, 20, 20, 20, 20, 0, 23, 24, 0, 0, 23, 19, 20, 0, 0]"
A markedly elevation of E/e’ ratio of 27.3 indicated elevated LV filling pressure.,"['O', 'O', 'B-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure']","['a', 'markedly', 'elevation', 'of', 'e/e’', 'ratio', 'of', '273', 'indicated', 'elevated', 'lv', 'filling', 'pressure']","[0, 0, 23, 0, 19, 20, 0, 0, 0, 23, 19, 20, 20]"
"On day 1 of hospitalization, we prescribed an angiotensin-converting enzyme (ACE) inhibitor and low-dose diuretics.","['O', 'B-Date', 'I-Date', 'O', 'B-Clinical_event', 'O', 'O', 'O', 'B-Medication', 'I-Medication', 'O', 'I-Medication', 'O', 'B-Dosage', 'B-Medication']","['on', 'day', '1', 'of', 'hospitalization', 'we', 'prescribed', 'an', 'angiotensin-converting', 'enzyme', 'ace', 'inhibitor', 'and', 'low-dose', 'diuretics']","[0, 39, 40, 0, 5, 0, 0, 0, 57, 58, 0, 58, 0, 59, 57]"
"On day 3 of hospitalization, after initiating ACE inhibitor and diuretic therapy, the patient’s symptoms resolved.","['O', 'B-Date', 'I-Date', 'O', 'B-Clinical_event', 'O', 'O', 'B-Medication', 'I-Medication', 'O', 'B-Medication', 'O', 'O', 'O', 'B-Sign_symptom', 'O']","['on', 'day', '3', 'of', 'hospitalization', 'after', 'initiating', 'ace', 'inhibitor', 'and', 'diuretic', 'therapy', 'the', 'patient’s', 'symptoms', 'resolved']","[0, 39, 40, 0, 5, 0, 0, 57, 58, 0, 57, 0, 0, 0, 9, 0]"
The dermatologists performed a biopsy of a blue macula of the forehead skin.,"['O', 'B-Nonbiological_location', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'B-Color', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure']","['the', 'dermatologists', 'performed', 'a', 'biopsy', 'of', 'a', 'blue', 'macula', 'of', 'the', 'forehead', 'skin']","[0, 7, 0, 0, 19, 0, 0, 41, 9, 0, 0, 11, 12]"
"On day 4, we introduced a low-dose β-blocker and performed an endomyocardial biopsy (EMB), obtaining 3 fragments of the right ventricular septum because diagnostic confirmation of cardiac amyloidosis requires the demonstration of amyloid deposits.","['O', 'B-Date', 'I-Date', 'O', 'O', 'O', 'B-Dosage', 'B-Medication', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Quantitative_concept', 'I-Quantitative_concept', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom']","['on', 'day', '4', 'we', 'introduced', 'a', 'low-dose', 'β-blocker', 'and', 'performed', 'an', 'endomyocardial', 'biopsy', 'emb', 'obtaining', '3', 'fragments', 'of', 'the', 'right', 'ventricular', 'septum', 'because', 'diagnostic', 'confirmation', 'of', 'cardiac', 'amyloidosis', 'requires', 'the', 'demonstration', 'of', 'amyloid', 'deposits']","[0, 39, 40, 0, 0, 0, 59, 57, 0, 0, 0, 19, 20, 0, 0, 73, 74, 0, 0, 11, 12, 12, 0, 0, 0, 0, 11, 25, 0, 0, 0, 0, 9, 10]"
"In addition, we performed right heart catheterization (RHC), and coronary angiography to exclude obstructive coronary artery disease.","['O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'I-Disease_disorder', 'I-Disease_disorder']","['in', 'addition', 'we', 'performed', 'right', 'heart', 'catheterization', 'rhc', 'and', 'coronary', 'angiography', 'to', 'exclude', 'obstructive', 'coronary', 'artery', 'disease']","[0, 0, 0, 0, 19, 20, 20, 0, 0, 19, 20, 0, 0, 25, 26, 26, 26]"
The data obtained from the RHC indicated subset type IV according to the Forrester classification.,"['O', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure']","['the', 'data', 'obtained', 'from', 'the', 'rhc', 'indicated', 'subset', 'type', 'iv', 'according', 'to', 'the', 'forrester', 'classification']","[0, 0, 0, 0, 0, 19, 0, 23, 24, 24, 0, 0, 0, 19, 20]"
The right ventricular pressure curve did not show a dip-and-plateau configuration.,"['O', 'B-Biological_structure', 'I-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom']","['the', 'right', 'ventricular', 'pressure', 'curve', 'did', 'not', 'show', 'a', 'dip-and-plateau', 'configuration']","[0, 11, 12, 19, 20, 0, 0, 0, 0, 9, 10]"
Skin biopsy revealed hyperkeratosis in the epidermis and mild inflammatory changes throughout the dermis with an infiltration of lymphocytes.,"['B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O', 'B-Severity', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Biological_structure']","['skin', 'biopsy', 'revealed', 'hyperkeratosis', 'in', 'the', 'epidermis', 'and', 'mild', 'inflammatory', 'changes', 'throughout', 'the', 'dermis', 'with', 'an', 'infiltration', 'of', 'lymphocytes']","[11, 19, 0, 9, 0, 0, 11, 0, 49, 9, 10, 0, 0, 11, 0, 0, 9, 0, 11]"
The specimen exhibited apple-green birefringence with polarized light after Congo red staining (Figure 4).,"['O', 'O', 'O', 'B-Color', 'B-Lab_value', 'O', 'B-Detailed_description', 'I-Detailed_description', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O']","['the', 'specimen', 'exhibited', 'apple-green', 'birefringence', 'with', 'polarized', 'light', 'after', 'congo', 'red', 'staining', 'figure', '4']","[0, 0, 0, 41, 23, 0, 13, 14, 0, 19, 20, 20, 0, 0]"
"Histological examination of the myocardial specimen showed no signs suggesting myocarditis, eosinophilic granulomas, or cardiomyopathy with iron deposition, but Congo red staining revealed amyloid deposits (Figure 5).","['B-Diagnostic_procedure', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'B-Detailed_description', 'B-Disease_disorder', 'O', 'B-Disease_disorder', 'O', 'B-Detailed_description', 'I-Detailed_description', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O']","['histological', 'examination', 'of', 'the', 'myocardial', 'specimen', 'showed', 'no', 'signs', 'suggesting', 'myocarditis', 'eosinophilic', 'granulomas', 'or', 'cardiomyopathy', 'with', 'iron', 'deposition', 'but', 'congo', 'red', 'staining', 'revealed', 'amyloid', 'deposits', 'figure', '5']","[19, 0, 0, 0, 11, 12, 0, 0, 0, 0, 25, 13, 25, 0, 25, 0, 13, 14, 0, 19, 20, 20, 0, 9, 10, 0, 0]"
"In addition, a strongly positive immunohistochemical reaction to immunoglobulin λ-chain in the myocardial interstitium led us to diagnose this patient’s systemic amyloidosis as AL amyloidosis.","['O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Disease_disorder', 'O', 'B-Disease_disorder', 'I-Disease_disorder']","['in', 'addition', 'a', 'strongly', 'positive', 'immunohistochemical', 'reaction', 'to', 'immunoglobulin', 'λ-chain', 'in', 'the', 'myocardial', 'interstitium', 'led', 'us', 'to', 'diagnose', 'this', 'patient’s', 'systemic', 'amyloidosis', 'as', 'al', 'amyloidosis']","[0, 0, 0, 23, 24, 19, 20, 0, 19, 20, 0, 0, 11, 12, 0, 0, 0, 0, 0, 0, 13, 25, 0, 25, 26]"
The patient generally tolerated the low-dose β-blocker well and was discharged on day 10 with no complications.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'B-Date', 'I-Date', 'O', 'O', 'B-Disease_disorder']","['the', 'patient', 'generally', 'tolerated', 'the', 'low-dose', 'β-blocker', 'well', 'and', 'was', 'discharged', 'on', 'day', '10', 'with', 'no', 'complications']","[0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 5, 0, 39, 40, 0, 0, 25]"
"The patient is currently being followed-up at 6-month intervals as an out-patient, with no exacerbation of the CHF thus far.","['O', 'O', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'B-Frequency', 'I-Frequency', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'O', 'O']","['the', 'patient', 'is', 'currently', 'being', 'followed-up', 'at', '6-month', 'intervals', 'as', 'an', 'out-patient', 'with', 'no', 'exacerbation', 'of', 'the', 'chf', 'thus', 'far']","[0, 0, 0, 0, 0, 5, 0, 43, 44, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0]"
The institutional review board (Chengdu Military General Hospital) approved this work and waived the need for informed consent.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'institutional', 'review', 'board', 'chengdu', 'military', 'general', 'hospital', 'approved', 'this', 'work', 'and', 'waived', 'the', 'need', 'for', 'informed', 'consent']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 2013, a 66-year-old farmer with a history of ventricular tachycardia (VT) and hypertension presented to the Emergency Department with continuous palpitation, chest tightness, profuse sweating and nausea with no obvious predisposing causes.","['O', 'B-Date', 'O', 'B-Age', 'B-Occupation', 'O', 'O', 'O', 'O', 'B-History', 'I-History', 'O', 'O', 'B-History', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'I-Nonbiological_location', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'B-Sign_symptom', 'I-Sign_symptom', 'B-Severity', 'B-Sign_symptom', 'O', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'B-Disease_disorder']","['in', '2013', 'a', '66-year-old', 'farmer', 'with', 'a', 'history', 'of', 'ventricular', 'tachycardia', 'vt', 'and', 'hypertension', 'presented', 'to', 'the', 'emergency', 'department', 'with', 'continuous', 'palpitation', 'chest', 'tightness', 'profuse', 'sweating', 'and', 'nausea', 'with', 'no', 'obvious', 'predisposing', 'causes']","[0, 39, 0, 1, 65, 0, 0, 0, 0, 15, 16, 0, 0, 15, 5, 0, 0, 7, 8, 0, 13, 9, 9, 10, 49, 9, 0, 9, 0, 0, 0, 0, 25]"
The patient experienced a sudden drop in blood pressure and acute confusion.,"['O', 'O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Detailed_description', 'B-Sign_symptom']","['the', 'patient', 'experienced', 'a', 'sudden', 'drop', 'in', 'blood', 'pressure', 'and', 'acute', 'confusion']","[0, 0, 0, 0, 23, 24, 0, 19, 20, 0, 13, 9]"
"After an immediate electrical conversion, his consciousness was gradually restored, and symptoms relieved.","['O', 'O', 'B-Detailed_description', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O']","['after', 'an', 'immediate', 'electrical', 'conversion', 'his', 'consciousness', 'was', 'gradually', 'restored', 'and', 'symptoms', 'relieved']","[0, 0, 13, 33, 34, 0, 9, 0, 0, 0, 0, 9, 0]"
"Then, this patient was transferred to the Department of Cardiology for further evaluations and treatments.","['O', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'I-Nonbiological_location', 'I-Nonbiological_location', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'B-Therapeutic_procedure']","['then', 'this', 'patient', 'was', 'transferred', 'to', 'the', 'department', 'of', 'cardiology', 'for', 'further', 'evaluations', 'and', 'treatments']","[0, 0, 0, 0, 5, 0, 0, 7, 8, 8, 0, 0, 19, 0, 33]"
"The patient's blood pressure was 105/75 mm Hg upon admission, with a heart rate of 75 beats/min, body temperature of 36.6°C and respiration rate of 18 times/min.","['O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value']","['the', ""patient's"", 'blood', 'pressure', 'was', '105/75', 'mm', 'hg', 'upon', 'admission', 'with', 'a', 'heart', 'rate', 'of', '75', 'beats/min', 'body', 'temperature', 'of', '366°c', 'and', 'respiration', 'rate', 'of', '18', 'times/min']","[0, 0, 19, 20, 0, 23, 24, 24, 0, 0, 0, 0, 19, 20, 0, 23, 24, 19, 20, 0, 0, 0, 19, 20, 0, 23, 24]"
"The heart border extended to the left, with the apical impulse located in the left 5th intercostal space, 1.0 cm lateral to the midclavicular line.","['O', 'B-Biological_structure', 'I-Biological_structure', 'B-Sign_symptom', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'I-Distance', 'I-Distance', 'I-Distance', 'I-Distance', 'I-Distance']","['the', 'heart', 'border', 'extended', 'to', 'the', 'left', 'with', 'the', 'apical', 'impulse', 'located', 'in', 'the', 'left', '5th', 'intercostal', 'space', '10', 'cm', 'lateral', 'to', 'the', 'midclavicular', 'line']","[0, 11, 12, 9, 23, 24, 24, 0, 0, 19, 20, 0, 0, 0, 23, 24, 24, 24, 0, 22, 22, 22, 22, 22]"
The patient had a history of hypertension over 30 years without regular antihypertensive medication.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'I-History', 'B-Duration', 'I-Duration', 'I-History', 'I-History', 'B-Medication', 'I-Medication']","['the', 'patient', 'had', 'a', 'history', 'of', 'hypertension', 'over', '30', 'years', 'without', 'regular', 'antihypertensive', 'medication']","[0, 0, 0, 0, 0, 0, 25, 16, 37, 38, 16, 16, 57, 58]"
The highest blood pressure was 170/110 mm Hg.,"['O', 'B-Detailed_description', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value']","['the', 'highest', 'blood', 'pressure', 'was', '170/110', 'mm', 'hg']","[0, 13, 19, 20, 0, 23, 24, 24]"
There was no family history of early coronary artery disease or sudden cardiac death.,"['O', 'O', 'B-Family_history', 'I-Family_history', 'I-Family_history', 'I-Family_history', 'I-Family_history', 'I-Family_history', 'I-Family_history', 'I-Family_history', 'O', 'I-Family_history', 'I-Family_history', 'I-Family_history']","['there', 'was', 'no', 'family', 'history', 'of', 'early', 'coronary', 'artery', 'disease', 'or', 'sudden', 'cardiac', 'death']","[0, 0, 17, 18, 18, 18, 18, 18, 18, 18, 0, 18, 18, 18]"
"He did not smoke cigarettes or use illicit drugs, and rarely consumed alcohol.","['O', 'B-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-Activity', 'I-History', 'I-History', 'I-History', 'I-History']","['he', 'did', 'not', 'smoke', 'cigarettes', 'or', 'use', 'illicit', 'drugs', 'and', 'rarely', 'consumed', 'alcohol']","[0, 15, 16, 16, 16, 16, 16, 16, 52, 16, 16, 16, 16]"
He also reported no known contacts with sick persons and no recent travel.,"['O', 'O', 'O', 'B-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History', 'O', 'I-History', 'I-History']","['he', 'also', 'reported', 'no', 'known', 'contacts', 'with', 'sick', 'persons', 'and', 'no', 'recent', 'travel']","[0, 0, 0, 15, 16, 16, 16, 16, 16, 16, 0, 16, 16]"
Twelve-lead surface electrocardiogram (ECG) of VT indicated that the origin of VT was at the boundary between right ventricular outflow tract (RVOT) and tricuspid valve.,"['B-Detailed_description', 'B-Detailed_description', 'B-Diagnostic_procedure', 'O', 'O', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure']","['twelve-lead', 'surface', 'electrocardiogram', 'ecg', 'of', 'vt', 'indicated', 'that', 'the', 'origin', 'of', 'vt', 'was', 'at', 'the', 'boundary', 'between', 'right', 'ventricular', 'outflow', 'tract', 'rvot', 'and', 'tricuspid', 'valve']","[13, 13, 19, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 11, 12, 12, 12, 0, 0, 11, 12]"
"When VT increased to 150 beats/min or higher, no epsilon waves were found in the precordial leads (Figure1A and B).","['O', 'B-Disease_disorder', 'B-Lab_value', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O']","['when', 'vt', 'increased', 'to', '150', 'beats/min', 'or', 'higher', 'no', 'epsilon', 'waves', 'were', 'found', 'in', 'the', 'precordial', 'leads', 'figure1a', 'and', 'b']","[0, 25, 23, 0, 23, 24, 24, 24, 0, 9, 10, 0, 0, 0, 0, 19, 20, 0, 0, 0]"
"In contrast, when VT decreased to 120 beats/min or lower, epsilon waves appeared in leads V1–V2 (Figure1C).","['O', 'O', 'O', 'B-Disease_disorder', 'B-Lab_value', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O']","['in', 'contrast', 'when', 'vt', 'decreased', 'to', '120', 'beats/min', 'or', 'lower', 'epsilon', 'waves', 'appeared', 'in', 'leads', 'v1–v2', 'figure1c']","[0, 0, 0, 25, 23, 0, 23, 24, 24, 24, 9, 10, 0, 0, 19, 20, 0]"
"Notably, the epsilon waves preceded QRS waves in leads V1–V2, while endocardiac tracing confirmed that the corresponding local potential originating from RVOT appeared prior to the ventricular rhythm (Figure ​(Figure1D).1D).","['O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'O', 'B-Biological_structure', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'O']","['notably', 'the', 'epsilon', 'waves', 'preceded', 'qrs', 'waves', 'in', 'leads', 'v1–v2', 'while', 'endocardiac', 'tracing', 'confirmed', 'that', 'the', 'corresponding', 'local', 'potential', 'originating', 'from', 'rvot', 'appeared', 'prior', 'to', 'the', 'ventricular', 'rhythm', 'figure', '\u200bfigure1d1d']","[0, 0, 9, 10, 23, 24, 24, 0, 19, 20, 0, 19, 20, 0, 0, 0, 0, 23, 24, 0, 0, 11, 0, 13, 14, 14, 14, 14, 0, 0]"
